<<<<<<< HEAD
<<<<<<< HEAD
index,condition,constructionYear,lat,length,lon,lrp,road
43,A,,23.61358738,119.48,90.61090296,LRP023C,N1
44,A,,23.61358738,119.32,90.61090296,LRP023D,N1
45,C,1989,23.60275959,900,90.6155317,LRP024A,N1
46,A,,23.60275959,924.85,90.6155317,LRP024A,N1
47,A,1989,23.59298188,5.6,90.62796994,LRP026A,N1
48,A,1989,23.59080885,5.5,90.63023686,LRP026B,N1
49,A,1989,23.58631812,5.6,90.63450942,LRP027A,N1
50,A,2000,23.57798002,163.5,90.64191931,LRP028A,N1
51,A,,23.57798002,173.25,90.64191931,LRP028A,N1
52,A,,23.57798002,172.1,90.64191931,LRP028B,N1
53,A,2004,23.57163063,29,90.64541592,LRP029A,N1
54,A,2004,23.57163063,29,90.64541592,LRP029A,N1
55,A,,23.57163063,29.85,90.64541592,LRP029A,N1
56,A,,23.57163063,29.77,90.64541592,LRP029B,N1
57,A,1992,23.5660034,34.7,90.64862372,LRP030A,N1
58,A,2004,23.55919103,26.3,90.65574757,LRP031A,N1
59,B,2004,23.55919103,26.3,90.65574757,LRP031A,N1
60,A,,23.55919103,27.4,90.65574757,LRP031A,N1
61,A,,23.55919103,27.4,90.65574757,LRP031A,N1
62,A,2003,23.55570829,29,90.65974142,LRP032A,N1
63,A,2003,23.55570829,29,90.65974142,LRP032A,N1
64,A,,23.55570829,29.85,90.65974142,LRP032A,N1
65,A,,23.55570829,29.83,90.65974142,LRP032B,N1
66,A,2004,23.55174219,28.9,90.66435388,LRP032D,N1
67,A,2004,23.55174219,28.9,90.66435388,LRP032D,N1
68,A,,23.55174219,29.87,90.66435388,LRP032D,N1
69,A,,23.55174219,29.9,90.66435388,LRP032E,N1
70,A,2002,23.54773774,9.1,90.66905541,LRP033A,N1
71,A,1992,23.54762464,5.2,90.66919207,LRP033B,N1
72,A,2000,23.54268543,72.49,90.67482921,LRP034A,N1
73,A,2000,23.54268543,59.2,90.67482921,LRP034A,N1
74,A,2000,23.54268543,70,90.67482921,LRP034A,N1
75,A,2000,23.54268543,59.83,90.67482921,LRP034B,N1
76,C,1993,23.53939102,5.1,90.67845779,LRP034C,N1
77,A,2000,23.53277519,9.5,90.68587011,LRP035A,N1
78,B,1998,23.53139966,24.5,90.68744893,LRP036A,N1
79,B,1997,23.53139966,24.5,90.68744893,LRP036A,N1
80,A,,23.53139966,25.45,90.68744893,LRP036A,N1
81,A,,23.53139966,25.45,90.68744893,LRP036B,N1
82,A,1998,23.53015196,8.4,90.68979518,LRP036C,N1
83,C,1995,23.53038447,1408.8,90.70244027,LRP037A,N1
84,A,,23.53038447,1408.8,90.70244027,LRP037A,N1
85,C,1976,23.5324186,21.8,90.72428072,LRP040B,N1
86,C,,23.5324186,23.1,90.72428072,LRP040B,N1
87,B,1984,23.53175878,6,90.72917801,LRP040C,N1
88,C,1992,23.52980506,16.5,90.75825325,LRP043A,N1
89,C,,23.52980506,16.5,90.75825325,LRP043A,N1
90,C,1978,23.53076553,3.9,90.78007973,LRP046A,N1
91,C,1988,23.53086834,6.5,90.79180752,LRP047A,N1
92,C,1989,23.53182348,15.9,90.81101551,LRP049A,N1
93,A,,23.53182348,15.9,90.81101551,LRP049A,N1
94,A,1988,23.53297433,12.2,90.83097748,LRP051A,N1
95,C,1993,23.52291667,4.5,90.84421861,LRP053A,N1
96,B,1985,23.51008776,28.9,90.8757204,LRP056A,N1
97,C,,23.51008776,28.9,90.8757204,LRP056A,N1
98,B,1992,23.50600243,5.9,90.90217454,LRP059A,N1
99,B,1988,23.50561314,3,90.92146602,LRP061A,N1
100,B,1989,23.50240778,6,90.94324189,LRP064A,N1
101,A,1992,23.50135519,3,90.94738441,LRP064C,N1
102,B,1987,23.49589631,4.6,90.97157725,LRP067A,N1
103,A,1991,23.49327281,4.5,90.98872004,LRP068A,N1
104,C,1986,23.48688059,23.1,91.01756669,LRP072A,N1
105,C,1986,23.48688059,22.55,91.01756669,LRP072A,N1
106,B,1999,23.48178732,4.6,91.04633489,LRP075A,N1
107,B,1991,23.48174983,4.6,91.05635497,LRP076A,N1
108,A,1999,23.48061309,1.5,91.06740977,LRP077A,N1
109,C,1993,23.47767229,1,91.08474064,LRP079A,N1
110,B,1988,23.4781159,3,91.10703321,LRP081A,N1
111,A,1993,23.47940839,1.4,91.12389208,LRP083A,N1
112,A,1985,23.47954492,2.9,91.12904714,LRP083B,N1
113,A,1988,23.44363396,23.4,91.14936682,LRP088A,N1
114,C,1988,23.44363396,22.85,91.14936682,LRP088A,N1
115,B,1980,23.42124877,35.9,91.16789434,LRP092A,N1
116,C,,23.42124877,35.97,91.16789434,LRP092A,N1
117,C,1990,23.41193242,27.35,91.19390298,LRP094A,N1
118,B,1990,23.41193242,27.9,91.19390298,LRP094A,N1
119,A,1995,23.39765182,27.9,91.22342213,LRP098A,N1
120,C,1995,23.39765182,27.35,91.22342213,LRP098A,N1
121,A,1990,23.37136478,30.4,91.24501754,LRP101A,N1
122,A,,23.37136478,30.48,91.24501754,LRP101A,N1
123,C,1984,23.35216368,22.8,91.25729107,LRP104A,N1
124,C,,23.35216368,22.88,91.25729107,LRP104A,N1
125,A,1974,23.34267147,14.3,91.26448564,LRP105A,N1
126,A,1974,23.33014623,24,91.27487928,LRP107A,N1
127,A,1990,23.31806969,9.2,91.28308673,LRP109A,N1
128,B,1979,23.30836127,19.2,91.2865787,LRP110A,N1
129,B,1984,23.30343065,2.6,91.28897704,LRP110C,N1
130,A,1986,23.29796753,3.2,91.29101414,LRP111A,N1
131,A,1986,23.28970664,13.4,91.29295847,LRP112A,N1
132,B,1984,23.28219493,4.6,91.29666551,LRP113A,N1
133,B,1992,23.27301895,6.3,91.30296619,LRP114A,N1
134,B,1984,23.26183609,3,91.30702174,LRP116A,N1
135,B,1984,23.25941665,3,91.3073611,LRP116B,N1
136,B,1991,23.25764298,3.6,91.30761565,LRP116C,N1
137,B,1984,23.25274634,4.5,91.30839264,LRP117A,N1
138,B,1992,23.24439151,2.5,91.31140323,LRP118A,N1
139,B,1988,23.24290406,19.2,91.31197395,LRP118B,N1
140,A,1984,23.23979203,2.6,91.31257409,LRP118D,N1
141,A,1990,23.23607595,2.5,91.3129902,LRP119A,N1
142,B,1988,23.22891959,3.1,91.31342207,LRP119B,N1
143,B,1984,23.22591845,2.6,91.31356972,LRP120A,N1
144,A,1984,23.2220339,6,91.31370059,LRP120B,N1
145,B,1990,23.21319557,14.3,91.31534974,LRP121B,N1
146,A,1984,23.20503863,6.1,91.31631673,LRP122A,N1
147,A,1984,23.1961888,6.1,91.31767051,LRP123A,N1
148,C,1986,23.18743503,6.1,91.32090513,LRP124A,N1
149,B,1978,23.18179581,9.5,91.32087875,LRP125A,N1
150,B,1984,23.17262723,3.1,91.32057746,LRP126A,N1
151,A,1992,23.16351387,9.5,91.32158895,LRP127A,N1
152,B,1984,23.15273649,6.3,91.32431788,LRP128A,N1
153,B,1984,23.14366677,3.5,91.32666805,LRP129A,N1
154,B,1992,23.13898932,6.1,91.32635853,LRP130A,N1
155,B,1983,23.13326397,3,91.32754642,LRP131A,N1
156,A,1984,23.12523636,6.5,91.33038637,LRP131B,N1
157,B,1972,23.11969738,4.5,91.33281651,LRP132A,N1
158,B,1983,23.11582516,5.3,91.33509449,LRP133A,N1
159,A,1984,23.10742845,6.1,91.34004954,LRP134A,N1
160,B,1988,23.10175632,3.1,91.343163,LRP135A,N1
161,B,1984,23.09735125,9.5,91.34549563,LRP135B,N1
162,A,1984,23.09302984,3.1,91.34783084,LRP136A,N1
163,B,1975,23.08707537,9.25,91.35121015,LRP136C,N1
164,A,1994,23.08199095,3.5,91.35418115,LRP137A,N1
165,B,1994,23.0779647,14.2,91.3566005,LRP137B,N1
166,B,1986,23.07019818,6.1,91.3603022,LRP138A,N1
167,B,1984,23.06074733,4,91.36186246,LRP140A,N1
168,A,1999,23.03797281,10.8,91.36567847,LRP142A,N1
169,A,1970,23.02698012,1.6,91.36550048,LRP143A,N1
170,A,1981,23.01240484,3.4,91.37797961,LRP145A,N1
171,A,1970,22.99924876,1.5,91.3957752,LRP148A,N1
172,A,1986,22.99472808,23.4,91.40228949,LRP149A,N1
173,B,,22.99472808,22.86,91.40228949,LRP149A,N1
174,A,,22.99459361,22.15,91.40245391,LRP149B,N1
175,A,1999,22.99271694,1.9,91.4047487,LRP149C,N1
176,C,1982,22.96144874,98.87,91.4429962,LRP155A,N1
177,B,1982,22.96144874,94.05,91.4429962,LRP155A,N1
178,A,1984,22.94860387,1.5,91.47949938,LRP159A,N1
179,B,1972,22.94961261,191.5,91.5020669,LRP161A,N1
180,B,1972,22.94961261,193.22,91.5020669,LRP161A,N1
181,B,1985,22.91496471,220.6,91.52628954,LRP166A,N1
182,A,1974,22.91496471,222.43,91.52628954,LRP166A,N1
183,A,1988,22.90971289,6.1,91.5289285,LRP166C,N1
184,A,1999,22.9042463,3,91.53162978,LRP167A,N1
185,A,1990,22.8916386,3,91.5354719,LRP169A,N1
186,A,1991,22.87469869,4.3,91.54088366,LRP171A,N1
187,A,1985,22.87272203,2,91.54159588,LRP171B,N1
188,A,1988,22.86805637,1.5,91.54329633,LRP171C,N1
189,A,1996,22.86098769,4.3,91.54515517,LRP172A,N1
190,A,1985,22.85948479,2,91.54548,LRP172B,N1
191,A,1988,22.85605657,1.5,91.54571887,LRP173A,N1
192,A,1993,22.85514753,1.5,91.54582218,LRP173B,N1
193,A,1996,22.84861728,8.5,91.54637061,LRP174A,N1
194,A,1993,22.84539149,3,91.54746892,LRP174B,N1
195,A,1992,22.84345514,1.5,91.54814956,LRP174C,N1
196,A,1992,22.84109433,3,91.5488097,LRP175A,N1
197,A,1993,22.83274677,3,91.5501035,LRP175B,N1
198,A,1988,22.83096134,4.5,91.55050285,LRP176A,N1
199,C,1992,22.82437066,12.4,91.55269155,LRP176B,N1
200,B,1979,22.81156344,9.5,91.55625621,LRP179A,N1
201,A,1988,22.79418135,4.5,91.56296126,LRP181A,N1
202,B,1986,22.78219689,23.2,91.56910257,LRP182A,N1
203,A,1985,22.77419709,6,91.57287375,LRP183B,N1
204,A,1989,22.77025167,9.7,91.57509052,LRP184A,N1
205,A,1992,22.76306269,4,91.58045388,LRP185A,N1
206,A,1999,22.75356532,12.9,91.58860042,LRP186A,N1
207,A,1992,22.75063935,3,91.59088404,LRP187A,N1
208,B,1986,22.74451365,8.1,91.59439989,LRP187B,N1
209,A,1988,22.72331676,3,91.60243314,LRP190A,N1
210,A,1985,22.71782439,3,91.60576233,LRP191A,N1
211,A,1993,22.71727073,3,91.60610848,LRP191B,N1
212,C,1984,22.71387274,19.2,91.60823522,LRP191C,N1
213,A,1986,22.7018165,19.2,91.61497346,LRP193A,N1
214,A,1993,22.69125171,4.2,91.62016906,LRP194A,N1
215,A,1984,22.68686976,3.2,91.62203858,LRP195A,N1
216,A,1990,22.6769773,6,91.62681695,LRP196A,N1
217,A,1990,22.66995944,3,91.62935317,LRP197A,N1
218,A,1984,22.6657839,3,91.63112936,LRP197B,N1
219,A,1986,22.66159568,3,91.63352574,LRP198A,N1
220,A,1984,22.65471243,3.1,91.63792618,LRP199A,N1
221,A,1989,22.65107095,4.6,91.64003412,LRP199B,N1
222,A,1992,22.64745611,12.4,91.64191712,LRP199C,N1
223,A,2003,22.63609659,3,91.64820924,LRP201A,N1
224,A,1999,22.63432857,3,91.64920773,LRP201B,N1
225,A,1985,22.62816664,3,91.65275783,LRP202A,N1
226,B,1986,22.62583234,6.1,91.65418576,LRP202B,N1
227,A,1983,22.62304617,3,91.65546725,LRP203A,N1
228,A,1989,22.61775635,3,91.65805894,LRP203B,N1
229,A,1992,22.61498997,4.6,91.66026705,LRP204A,N1
230,A,1980,22.61498997,4.6,91.66026705,LRP204A,N1
231,A,1986,22.61175567,3,91.66256867,LRP205A,N1
232,A,1985,22.60383944,2.95,91.66737456,LRP206A,N1
233,B,1988,22.60235069,4.5,91.66833673,LRP206B,N1
234,B,1984,22.59716658,9.3,91.67181921,LRP206C,N1
235,A,1989,22.59388818,4.5,91.67388894,LRP207A,N1
236,C,1988,22.58703502,22.25,91.67704447,LRP208A,N1
237,A,1989,22.58150867,2.5,91.67953904,LRP208D,N1
238,A,1990,22.57679302,10.2,91.68162274,LRP209A,N1
239,A,1988,22.57029059,3,91.68400967,LRP210A,N1
240,A,1985,22.56799681,8.2,91.68468666,LRP210B,N1
241,A,1987,22.56642129,4.5,91.68518266,LRP210D,N1
242,A,1986,22.55852109,4.1,91.68750624,LRP211A,N1
243,B,1985,22.55433198,21.6,91.68879631,LRP212A,N1
244,A,1987,22.54677272,3,91.69262606,LRP213A,N1
245,A,2000,22.54448978,5.2,91.69413108,LRP213B,N1
246,A,1986,22.53903002,8.2,91.69654527,LRP214A,N1
247,A,2004,22.5303678,3,91.70046412,LRP215A,N1
248,B,1985,22.52293592,16.3,91.70383662,LRP215B,N1
249,C,1965,22.51134712,27,91.70879079,LRP217A,N1
250,A,,22.51134712,41.11,91.70879079,LRP217A,N1
251,A,1989,22.50602204,4.5,91.71128482,LRP218A,N1
252,A,1989,22.50008583,17.6,91.71415049,LRP218B,N1
253,B,1984,22.4904406,3,91.71827267,LRP219A,N1
254,A,1989,22.48554801,4.5,91.71953095,LRP220A,N1
255,B,1987,22.48116421,23.2,91.72036336,LRP220B,N1
256,D,,22.48116421,24.33,91.72036336,LRP220B,N1
257,A,1988,22.47285309,6,91.72326335,LRP221A,N1
258,B,1986,22.46243864,23.2,91.7285307,LRP223A,N1
259,D,,22.46243864,24.32,91.7285307,LRP223A,N1
260,A,1985,22.44886285,3,91.73428239,LRP224A,N1
261,C,1984,22.44607933,26.3,91.73536743,LRP225A,N1
262,A,1989,22.43750352,3,91.73866595,LRP226A,N1
263,A,1995,22.43507379,40,91.73965272,LRP226B,N1
264,B,1990,22.42204155,35.1,91.74802098,LRP228A,N1
265,A,1996,22.40301454,5,91.75657412,LRP230A,N1
266,A,1984,22.39633988,3,91.75825516,LRP231A,N1
267,A,1955,22.39271753,18,91.75908821,LRP231B,N1
268,A,1951,22.38524588,3,91.76250566,LRP232A,N1
269,A,1990,22.37970118,8.3,91.76704765,LRP233A,N1
270,A,1993,22.36968413,3,91.77392587,LRP234A,N1
271,C,1983,22.35990574,4.65,91.85226949,LRP236A,N1
272,B,1995,22.35226747,14.7,91.85262205,LRP238A,N1
273,A,,22.35226747,15.8,91.85262205,LRP238A,N1
274,B,1996,22.33953935,38.4,91.85338716,LRP239A,N1
275,C,,22.33953935,39.67,91.85338716,LRP239A,N1
276,B,1985,22.33576732,39.4,91.85385369,LRP240A,N1
277,C,,22.33576732,40.38,91.85385369,LRP240A,N1
278,A,1985,22.33491534,48.5,91.8533979,LRP240C,N1
279,C,,22.33491534,49.31,91.8533979,LRP240C,N1
280,C,1993,22.32664514,914,91.85275939,LRP241A,N1
281,A,,22.32664514,954.5,91.85275939,LRP241A,N1
282,C,1982,22.31292651,11,91.85618192,LRP242B,N1
283,A,,22.31292651,17.3,91.85618192,LRP242B,N1
284,C,1981,22.30645776,15.2,91.86044903,LRP243B,N1
285,A,1968,22.30262355,3,91.8635647,LRP244A,N1
286,B,1973,22.30028513,5.7,91.86529803,LRP244B,N1
287,A,1972,22.29753503,3,91.86636303,LRP244C,N1
288,A,1993,22.29323663,1.5,91.86843607,LRP245A,N1
289,A,1992,22.29164214,3,91.87029114,LRP245B,N1
290,A,1985,22.29260793,3,91.87302012,LRP246A,N1
291,A,1995,22.29446535,3,91.87671797,LRP246B,N1
292,C,1993,22.29626987,116.5,91.8807528,LRP247A,N1
293,A,,22.29626987,116.13,91.8807528,LRP247A,N1
294,B,1987,22.29883692,3,91.88735128,LRP248A,N1
295,B,1978,22.30210258,3.1,91.89925828,LRP249A,N1
296,A,1987,22.30353655,3,91.90442272,LRP250A,N1
297,A,2000,22.30831899,3,91.9142153,LRP251A,N1
298,B,1986,22.30831899,10.8,91.9142153,LRP251A,N1
299,A,1983,22.31375468,3,91.92031764,LRP252A,N1
300,A,1999,22.31574681,3,91.92435241,LRP252C,N1
301,A,1966,22.31375656,5.3,91.93398323,LRP253A,N1
302,A,1974,22.30843941,3,91.9483887,LRP255A,N1
303,C,1977,22.3006016,50.8,91.96584577,LRP257A,N1
304,B,,22.3006016,50.3,91.96584577,LRP257A,N1
305,A,1978,22.2911452,12.4,91.98336683,LRP260A,N1
306,C,1992,22.28593202,60.5,91.9923092,LRP261A,N1
307,B,,22.28593202,61,91.9923092,LRP261A,N1
308,B,1978,22.28114247,14,91.99955717,LRP262A,N1
309,A,1985,22.27108957,3,92.00559725,LRP263B,N1
310,C,1979,22.26116137,14.8,92.00730358,LRP264A,N1
311,B,,22.26116137,15.2,92.00730358,LRP264A,N1
312,C,1982,22.25905159,9.8,92.00811112,LRP264C,N1
313,A,1992,22.25493748,9.2,92.01030213,LRP265A,N1
314,A,1978,22.25311996,6,92.01197187,LRP265B,N1
315,A,1986,22.24871301,9.4,92.0158341,LRP267A,N1
316,A,1991,22.24038616,14,92.02179183,LRP268A,N1
317,A,1978,22.23663455,14,92.02326475,LRP268B,N1
318,B,1956,22.23149782,12.6,92.02496566,LRP269A,N1
319,B,,22.23149782,12.7,92.02496566,LRP269A,N1
320,B,1979,22.22606085,9.4,92.02646504,LRP269C,N1
321,A,1991,22.22227199,14,92.0273786,LRP270A,N1
322,A,1985,22.21558735,9.2,92.02902304,LRP271A,N1
323,C,1965,22.20710265,50.4,92.03633247,LRP272A,N1
324,D,,22.20710265,50.8,92.03633247,LRP272A,N1
325,B,1978,22.20498376,9.2,92.03833123,LRP272C,N1
326,B,1982,22.1739179,12.3,92.05329254,LRP276A,N1
327,C,1960,22.15862728,211.3,92.06820631,LRP279A,N1
328,B,,22.15862728,211,92.06820631,LRP279A,N1
329,A,1993,22.14985231,9.2,92.06963307,LRP280A,N1
330,A,1994,22.13695223,12.4,92.06993013,LRP282A,N1
331,A,1994,22.13252084,15.4,92.07015654,LRP282C,N1
332,A,1980,22.12991603,34.6,92.07060247,LRP282E,N1
333,A,,22.12991603,33.65,92.07060247,LRP282E,N1
334,A,1978,22.1277338,28,92.07100123,LRP283A,N1
335,A,,22.1277338,27.9,92.07100123,LRP283A,N1
336,A,1994,22.1230776,15.4,92.07170105,LRP283C,N1
337,A,1994,22.1204875,20.4,92.07197051,LRP283D,N1
338,A,1994,22.11335249,5,92.0726869,LRP284A,N1
339,A,1994,22.09827857,7.2,92.07480042,LRP286B,N1
340,A,1994,22.0935775,11.2,92.0805048,LRP287A,N1
341,A,1994,22.08406683,2,92.09319694,LRP288A,N1
342,A,1993,22.08052061,12.6,92.09848553,LRP289A,N1
343,A,1992,22.06956008,30.3,92.10427542,LRP291A,N1
344,B,,22.06956008,30.3,92.10427542,LRP291A,N1
345,A,1994,22.06790996,2,92.105553,LRP291C,N1
346,A,1993,22.06375672,38.8,92.10710611,LRP291D,N1
347,A,,22.06375672,38.5,92.10710611,LRP291D,N1
348,A,1991,22.06088615,2.5,92.10773337,LRP292A,N1
349,A,1992,22.05650512,8.2,92.10908546,LRP292B,N1
350,A,1992,22.05192964,12.6,92.10906139,LRP293A,N1
351,A,1992,22.04837132,6,92.10819385,LRP293C,N1
352,A,1992,22.04409626,13.64,92.10706295,LRP294A,N1
353,A,1991,22.03758985,2.5,92.10398911,LRP294C,N1
354,A,1991,22.03758985,2.5,92.10398911,LRP294C,N1
355,A,1991,22.03186488,2.5,92.10412467,LRP295A,N1
356,A,1992,22.02870136,68.8,92.10342933,LRP295B,N1
357,A,,22.02870136,68.8,92.10342933,LRP295B,N1
358,A,1994,22.02600455,2,92.10269674,LRP296A,N1
359,A,1994,22.02049803,10,92.10142777,LRP296B,N1
360,A,1994,22.00782005,3,92.09277658,LRP298A,N1
361,A,1993,22.00417261,12.6,92.09056863,LRP299A,N1
362,A,1993,22.00042964,6.2,92.08831938,LRP299C,N1
363,A,1992,21.99583596,3,92.08745891,LRP300A,N1
364,A,1992,21.995741,12.4,92.08744606,LRP300B,N1
365,A,1987,21.99223344,58.8,92.08635821,LRP300D,N1
366,A,,21.99223344,58.5,92.08635821,LRP300D,N1
367,A,1986,21.99028024,14.2,92.08568597,LRP301A,N1
368,A,1992,21.98704087,24.2,92.08399437,LRP301B,N1
369,B,,21.98704087,22,92.08399437,LRP301B,N1
370,A,1992,21.98190404,22.5,92.08077333,LRP302A,N1
371,B,,21.98190404,22.4,92.08077333,LRP302A,N1
372,A,1991,21.98046236,18.7,92.07887163,LRP302C,N1
373,A,1992,21.97929857,3.5,92.07584923,LRP302E,N1
374,A,1989,21.9738684,2.5,92.06832048,LRP303A,N1
375,A,1982,21.96895812,1.5,92.06415011,LRP304B,N1
376,A,1986,21.96221386,22.4,92.06331688,LRP305A,N1
377,A,,21.96221386,22.4,92.06331688,LRP305A,N1
378,A,1992,21.95924011,8.2,92.06527913,LRP305C,N1
379,A,1987,21.95803216,3,92.06639328,LRP306A,N1
380,A,1986,21.95207954,22.4,92.06781381,LRP306B,N1
381,B,,21.95207954,22.3,92.06781381,LRP306B,N1
382,A,1992,21.94539937,1.4,92.06692866,LRP307A,N1
383,A,1993,21.93602902,4.5,92.06254272,LRP308A,N1
384,A,1992,21.93394544,9.3,92.06166615,LRP308B,N1
385,A,1994,21.93230867,4.5,92.06080096,LRP309A,N1
386,A,1986,21.93038125,4.7,92.05968404,LRP309B,N1
387,A,1992,21.91791196,2,92.0597363,LRP310A,N1
388,A,1993,21.91675917,3,92.05998993,LRP310B,N1
389,A,1994,21.91407272,4,92.06054721,LRP311A,N1
390,A,1983,21.90962291,9.2,92.06056613,LRP311B,N1
391,A,1989,21.89102365,13.64,92.05970108,LRP313B,N1
392,A,1989,21.88122152,9.3,92.05900154,LRP314A,N1
393,A,1989,21.87511974,3,92.05910984,LRP315A,N1
394,A,1982,21.86283514,3,92.05948487,LRP316A,N1
395,A,1995,21.85997258,56.4,92.06019071,LRP317A,N1
396,C,,21.85997258,56.2,92.06019071,LRP317A,N1
397,A,1992,21.85292879,14.3,92.06095762,LRP318A,N1
398,A,1974,21.85085953,2.1,92.06094913,LRP318B,N1
399,A,1992,21.84297007,4.5,92.06359846,LRP319A,N1
400,A,1992,21.84039357,3,92.06493255,LRP319B,N1
401,A,1995,21.83410332,15.8,92.06827359,LRP320A,N1
402,A,1991,21.82802582,7.3,92.07130355,LRP321A,N1
403,A,1992,21.82578318,46,92.07234663,LRP321B,N1
404,C,,21.82578318,45,92.07234663,LRP321B,N1
405,A,1992,21.82114288,12.4,92.07402014,LRP321D,N1
406,A,1992,21.81816926,14,92.07394424,LRP322A,N1
407,A,1998,21.8034238,14,92.07723221,LRP323B,N1
408,A,1992,21.78785401,20.6,92.07885401,LRP325A,N1
409,A,1998,21.78699748,21,92.07894932,LRP325C,N1
410,B,1992,21.78419533,14.2,92.07924254,LRP326A,N1
411,A,1992,21.77353392,15.7,92.08391447,LRP327A,N1
412,C,1960,21.77159434,300,92.08210995,LRP328A,N1
413,D,,21.77159434,294.15,92.08210995,LRP328A,N1
414,B,1999,21.74014662,9.3,92.08262437,LRP331A,N1
415,A,1998,21.73856292,14,92.08318763,LRP332A,N1
416,A,1999,21.73260686,5.2,92.08374883,LRP332B,N1
417,A,1998,21.73098783,38.8,92.08381564,LRP332C,N1
418,C,,21.73098783,38.4,92.08381564,LRP332C,N1
419,A,1999,21.72407393,12.6,92.08354415,LRP333A,N1
420,A,1999,21.70925138,12.8,92.08067506,LRP335A,N1
421,A,1999,21.70283004,9.3,92.07864563,LRP336A,N1
422,A,1999,21.67627929,59.6,92.07680747,LRP339A,N1
423,C,,21.67627929,58.57,92.07680747,LRP339A,N1
424,A,1992,21.67210496,14,92.07639925,LRP339C,N1
425,A,1992,21.66294044,3.5,92.07507165,LRP340A,N1
426,A,1992,21.6600543,54.4,92.07510257,LRP341A,N1
427,C,,21.6600543,54.03,92.07510257,LRP341A,N1
428,C,1992,21.65085607,61,92.07356192,LRP342A,N1
429,C,,21.65085607,60.03,92.07356192,LRP342A,N1
430,A,1993,21.64808476,4.5,92.07332922,LRP342C,N1
431,B,1992,21.62253519,1.45,92.07370348,LRP345A,N1
432,B,1992,21.61837666,45.3,92.06917134,LRP346A,N1
433,A,,21.61837666,44.55,92.06917134,LRP346A,N1
434,A,1993,21.60651897,7,92.06230707,LRP347A,N1
435,A,1993,21.60517531,5.2,92.06211981,LRP347B,N1
436,A,1993,21.59859353,9.3,92.06180124,LRP348A,N1
437,A,1993,21.5960737,14,92.06140954,LRP348B,N1
438,A,1993,21.58943097,1.4,92.06303135,LRP349A,N1
439,C,1993,21.5876028,4.5,92.06490479,LRP349B,N1
440,A,1981,21.58307413,2.5,92.06571585,LRP350A,N1
441,A,1986,21.57440752,12.4,92.07074467,LRP351A,N1
442,A,1993,21.56232017,9.5,92.06981393,LRP352A,N1
443,A,1993,21.56030426,4.8,92.0691476,LRP353A,N1
444,A,1993,21.55948925,7,92.0689481,LRP353B,N1
445,A,1993,21.55542561,46,92.06795032,LRP354A,N1
446,A,,21.55542561,46,92.06795032,LRP354A,N1
447,C,1993,21.54706661,44.6,92.06689538,LRP354D,N1
448,A,,21.54706661,44.63,92.06689538,LRP354D,N1
449,A,1993,21.52552974,14,92.06532522,LRP357A,N1
450,A,1999,21.52373323,8,92.06557476,LRP357C,N1
451,A,1993,21.52077094,15.4,92.06614406,LRP357D,N1
452,A,1993,21.51950881,5,92.06667463,LRP357F,N1
453,A,1993,21.51374197,3,92.06934089,LRP358A,N1
454,A,1993,21.5104397,2.5,92.07086066,LRP358B,N1
455,A,1994,21.50650693,7.5,92.07330264,LRP359A,N1
456,A,1991,21.50513194,12.4,92.07444526,LRP359B,N1
457,A,1978,21.49575349,14,92.07767859,LRP360A,N1
458,A,1993,21.49486951,14.1,92.0783347,LRP360C,N1
459,A,1993,21.47821307,7.2,92.09471518,LRP363B,N1
460,A,1993,21.47551645,14,92.09678665,LRP364A,N1
461,A,1993,21.47384463,3,92.09801259,LRP364C,N1
462,A,1993,21.47005553,57.6,92.10064022,LRP364D,N1
463,A,1993,21.47005553,57.6,92.10064022,LRP364D,N1
464,A,,21.47005553,57.65,92.10064022,LRP364D,N1
465,B,1997,21.46554153,14,92.10265669,LRP365A,N1
466,A,1996,21.45055694,9.2,92.09946814,LRP367A,N1
467,A,1993,21.44338656,1.5,92.10126788,LRP368A,N1
468,B,1998,21.44183897,58.6,92.10070836,LRP368C,N1
469,A,,21.44183897,58.6,92.10070836,LRP368C,N1
470,A,1981,21.43720096,3,92.09836727,LRP369A,N1
471,A,1995,21.43420846,2.5,92.09726071,LRP369B,N1
472,A,1997,21.43080876,7.2,92.09611829,LRP369C,N1
473,A,1997,21.42884003,3.5,92.09539139,LRP370A,N1
474,A,1995,21.4283516,12.8,92.09407143,LRP370C,N1
475,A,1995,21.42789598,18.8,92.08945082,LRP370E,N1
476,A,1995,21.42710638,8.2,92.08402582,LRP371A,N1
477,A,1997,21.42677471,7.4,92.08044274,LRP371C,N1
478,A,1995,21.4264716,12.4,92.0767771,LRP372A,N1
479,A,1990,21.42736545,9.4,92.07089348,LRP372C,N1
480,A,1978,21.427176,2,92.06344319,LRP373A,N1
481,A,1995,21.42730894,6.8,92.06106567,LRP373B,N1
482,A,1992,21.42783545,16.6,92.05796739,LRP374A,N1
483,A,1993,21.42802968,18.6,92.05575704,LRP374C,N1
484,A,1995,21.42805849,7.2,92.05322817,LRP374E,N1
485,A,1985,21.4275245,13,92.04864822,LRP375A,N1
486,A,,21.4275245,13,92.04864822,LRP375A,N1
487,A,1992,21.42944521,10.9,92.04438072,LRP375C,N1
488,A,1992,21.4297884,9.2,92.03959457,LRP376A,N1
489,A,1989,21.42940336,148.5,92.03188875,LRP377A,N1
